2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
851-900,801-1000,University of Malta,MT,Malta,M,FC,HI,3,A,5.3,601+,5.2,601+,38.2,413,6.5,701+,15.1,665,11.2,688,35.4,416,47.4,147,2.3,701+,-
851-900,801-1000,University of Maribor,SI,Slovenia,L,FC,HI,3,A,7.0,601+,6.7,601+,30.8,509,6.7,701+,1.9,701+,14.3,636,16.1,584,52.1,123,31.3,428=,-
851-900,801-1000,University of Messina (UniME),IT,Italy,L,FC,VH,5,A,8.3,601+,2.5,601+,12.7,701+,29.4,438,1.4,701+,4.4,701+,30.7,455,1,701+,23.2,511=,-
851-900,1001-1200,University of Palermo,IT,Italy,L,CO,VH,5,A,10.9,601+,2.4,601+,5.1,701+,27.5,455,2.4,701+,1.9,701+,53.3,295,5.1,701+,9.7,673=,-
851-900,801-1000,University of Parma,IT,Italy,L,FC,VH,5,A,9.4,601+,2.7,601+,2.6,701+,34.6,393,2.0,701+,6.3,701+,35.1,419,10.2,701+,3.7,701+,-
851-900,801-1000,University of Salford,UK,United Kingdom,L,CO,HI,4,A,7.4,601+,4.0,601+,6.7,701+,7.8,701+,38.1,422,70.1,210,20.8,539,11.8,701+,9.8,669=,-
851-900,,University of South Africa,ZA,South Africa,XL,CO,VH,5,A,9.6,601+,4.9,601+,1.0,701+,8.8,701+,,,8.0,701+,81.8,136,66.6,81,,,-
851-900,601-650,University Paris 2 Panthéon-Assas,FR,France,L,SP,,5,A,7.1,601+,3.5,601+,71.3,179,1.2,701+,12.5,701+,24.5,479,1.0,701+,27.4,297,1,701+,-
851-900,1001-1200,Vellore Institute of Technology (VIT),IN,India,XL,FO,VH,3,B,11.2,601+,12.2,601+,6.5,701+,21.3,540,19.0,599,2.2,701+,13.3,622,10.2,701+,9.7,673=,-
851-900,601-650,Wesleyan University,US,United States,S,FO,VH,,B,4.4,601+,1.8,601+,63.5,221,8.6,701+,18.0,614,16.8,587,1.0,701+,27.7,293,,,-
851-900,801-1000,Worcester Polytechnic Institute,US,United States,M,CO,VH,5,B,3.9,601+,5.7,601+,17.1,701+,27.5,457,42.7,390,24.2,485,1.7,701+,11.8,701+,1.3,701+,-
851-900,801-1000,Wuhan University of Technology,CN,China (Mainland),XL,FO,VH,2,A,6.9,601+,2.1,601+,12.1,701+,41.1,332,,,2.6,701+,9.7,673,7,701+,2.4,701+,-
901-950,801-1000,AGH University of Science and Technology,PL,Poland,L,CO,VH,5,A,9.2,601+,15.2,542,37.3,422,7.0,701+,2.7,701+,4.5,701+,13.2,623,8.8,701+,2.5,701+,-
901-950,1001-1200,Alexandria University ,EG,Egypt,XL,FC,HI,4,A,21.5,400,13.1,601+,5.0,701+,1.9,701+,1.7,701+,5.0,701+,28.7,466,13.5,635,2.7,701+,-
901-950,1001-1200,Ankara Üniversitesi,TR,Turkey,XL,FC,HI,4,A,18.5,481,11.7,601+,8.1,701+,2.7,701+,2.5,701+,5.4,701+,32.4,441,15.4,546,16.1,592=,-
901-950,1001-1200,Asia University Taiwan,TW,Taiwan,M,FO,VH,2,C,5.9,601+,1.8,601+,3.3,701+,38.7,358,9.5,701+,3.5,701+,12.0,637,7.9,701+,2.3,701+,-
901-950,1001-1200,Athens University of Economics and Business,GR,Greece,M,FO,VH,5,A,7.4,601+,33.3,296,1.6,701+,17.7,588,1.7,701+,3.3,701+,1.0,701+,15.7,530,4.1,701+,-
901-950,801-1000,Beijing Jiaotong University,CN,China (Mainland),L,CO,VH,2,A,10.1,601+,4.2,601+,16.0,701+,28.8,446,5.0,701+,10.6,701+,2.6,701+,8.2,701+,1.7,701+,-
901-950,801-1000,College of William and Mary,US,United States,M,CO,VH,5,A,8.3,601+,10.6,601+,25.7,574,15.6,624,6.9,701+,6.8,701+,2.5,701+,21.4,390,8.1,701+,-
901-950,,D. Serikbayev East Kazakhstan state technical university,KZ,Kazakhstan,M,CO,MD,4,A,11.6,601+,6.3,601+,59.9,237,1.2,701+,17.3,623,2.7,701+,1.0,701+,12.6,686,1.6,701+,-
901-950,801-1000,Donghua University,CN,China (Mainland),L,FO,VH,3,A,4.0,601+,1.5,601+,26.9,562,37.9,370,2.3,701+,3.4,701+,1.9,701+,6.2,701+,1.3,701+,-
901-950,571-580,Hallym University ,KR,South Korea,M,FC,VH,3,B,2.6,601+,1.9,601+,94.0,65,6.9,701+,4.2,701+,2.7,701+,1.0,701+,4.2,701+,1,701+,-
901-950,651-700,Kumamoto University,JP,Japan,M,FC,VH,4,A,7.6,601+,3.1,601+,56.0,266,12.3,691,5.9,701+,3.4,701+,3.1,701+,8.1,701+,1.9,701+,-
901-950,801-1000,London Metropolitan University,UK,United Kingdom,M,CO,HI,2,A,5.5,601+,2.9,601+,4.5,701+,3.2,701+,60.8,315,100.0,18,1.0,701+,14,609,1,701+,-
901-950,801-1000,Loyola University Chicago,US,United States,L,FC,HI,5,B,8.7,601+,29.6,330,21.3,640,8.0,701+,7.4,701+,3.0,701+,1.6,701+,13.1,659,2.5,701+,-
901-950,801-1000,Mendel University in Brno,CZ,Czech Republic,M,FO,VH,5,A,6.4,601+,8.6,601+,48.8,322,3.9,701+,10.4,701+,37.1,368,13.1,624,8.7,701+,1.3,701+,-
901-950,801-1000,National Chung Cheng University,TW,Taiwan,M,CO,VH,3,A,13.0,601+,26.2,368,18.2,701+,5.2,701+,4.5,701+,3.9,701+,1.1,701+,4.2,701+,8.3,701+,-
901-950,651-700,"National Technical University ""Kharkiv Polytechnic Institute""",UA,Ukraine,M,CO,VH,5,A,6.6,601+,12.1,601+,63.3,224,1.3,701+,1.8,701+,24.0,487,1.0,701+,10.2,701+,,,-
901-950,801-1000,Nicolaus Copernicus University ,PL,Poland,L,FC,HI,4,A,7.5,601+,3.0,601+,48.7,323,4.8,701+,3.4,701+,4.8,701+,51.1,305,8.2,701+,2,701+,-
901-950,801-1000,Northern Borders University,SA,Saudi Arabia,L,FC,MD,2,A,10.4,601+,3.7,601+,21.9,632,2.0,701+,98.2,112,5.2,701+,1.0,701+,8.2,701+,1,701+,-
901-950,801-1000,Notre Dame University-Louaize NDU,LB,Lebanon,S,CO,HI,3,B,4.5,601+,13.8,587,24.9,585,2.6,701+,84.2,216,21.9,517,1.0,701+,8,701+,1,701+,-
901-950,1001-1200,Ocean University of China,CN,China (Mainland),L,FC,VH,3,A,5.5,601+,1.9,601+,9.9,701+,40.5,341,3.3,701+,2.0,701+,9.4,684,5.9,701+,4.9,701+,-
901-950,601-650,Okayama University,JP,Japan,L,FC,VH,4,A,8.9,601+,3.9,601+,62.1,227,8.4,701+,5.6,701+,6.3,701+,3.6,701+,8.2,701+,1.6,701+,-
901-950,801-1000,Pontificia Universidad Católica del Ecuador (PUCE),EC,Ecuador,L,FC,MD,4,B,16.8,526,28.7,339,10.5,701+,1.3,701+,16.9,630,1.6,701+,1.1,701+,15.5,540,1.2,701+,-
901-950,801-1000,Prince of Songkla University,TH,Thailand,XL,FC,HI,4,A,20.1,437,7.1,601+,16.4,701+,3.2,701+,4.9,701+,1.9,701+,4.0,701+,7.7,701+,42.6,345=,-
901-950,801-1000,Princess Sumaya University for Technology,JO,Jordan,S,FO,VH,3,B,8.0,601+,19.5,462,10.7,701+,4.5,701+,42.1,392,39.9,343,1.0,701+,11.7,701+,1,701+,-
901-950,801-1000,Qassim University,SA,Saudi Arabia,XL,FC,HI,2,A,7.2,601+,2.9,601+,30.6,513,1.6,701+,98.4,107,8.6,701+,8.2,701+,8.8,701+,1.5,701+,-
901-950,801-1000,Rhodes University ,ZA,South Africa,M,CO,VH,5,A,6.7,601+,9.5,601+,13.6,701+,16.5,607,,,35.8,375,11.6,641,19.6,429,6.5,701+,-
901-950,801-1000,Riga Stradins University,LV,Latvia,M,SP,,4,A,6.7,601+,14.1,578,14.4,701+,1.8,701+,16.9,633,86.4,138,1.0,701+,11.7,701+,4.1,701+,-
901-950,801-1000,Robert Gordon University,UK,United Kingdom,M,CO,HI,3,A,3.5,601+,11.7,601+,5.4,701+,4.9,701+,63.9,300,76.7,175,1.5,701+,9.8,701+,1.2,701+,-
901-950,651-700,S.D. Asfendiyarov Kazakh National Medical University,KZ,Kazakhstan,M,SP,,2,A,5.5,601+,3.8,601+,59.3,240,1.1,701+,9.6,701+,55.6,266,1.0,701+,12.5,695,1,701+,-
901-950,601-650,Samara National Research University (Samara University),RU,Russia,M,CO,VH,4,A,4.6,601+,2.2,601+,81.8,130,2.3,701+,2.8,701+,14.3,637,1.1,701+,10.6,701+,3.3,701+,-
901-950,801-1000,Sophia University ,JP,Japan,L,CO,HI,4,B,12.1,601+,19.9,456,21.3,639,2.1,701+,35.2,452,12.0,679,1.0,701+,12.5,694,5.9,701+,-
901-950,601-650,St. Louis University,US,United States,M,CO,VH,5,B,4.2,601+,2.7,601+,66.3,199,11.1,701+,16.5,642,6.5,701+,2.1,701+,11.1,701+,,,-
901-950,591-600,Sungshin Women's University,KR,South Korea,M,CO,MD,3,B,5.1,601+,7.4,601+,88.4,91,1.2,701+,2.8,701+,4.2,701+,1.0,701+,5.1,701+,1,701+,-
901-950,801-1000,Universidad Autónoma Metropolitana (UAM),MX,Mexico,XL,FC,HI,3,A,23.1,375,14.5,563,4.1,701+,2.6,701+,8.6,701+,1.3,701+,4.8,701+,7.6,701+,24.8,490=,-
901-950,651-700,Universidad ICESI,CO,Colombia,M,FC,MD,3,B,5.5,601+,9.7,601+,74.3,168,1.7,701+,4.7,701+,2.5,701+,1.0,701+,12.5,692,1.2,701+,-
901-950,801-1000,Universidad Nacional Mayor de San Marcos,PE,Peru,XL,FC,MD,5,A,21.1,416,27.8,348,7.0,701+,1.3,701+,,,,,1.9,701+,4.7,701+,1.2,701+,-
901-950,801-1000,Universidade Católica Portuguesa - UCP,PT,Portugal,M,FC,HI,3,B,13.3,601+,11.1,601+,13.9,701+,6.5,701+,9.1,701+,26.3,461,1.6,701+,29.3,272,9.7,673=,-
901-950,1001-1200,Universidade de Vigo,ES,Spain,L,CO,VH,3,A,8.3,601+,5.4,601+,8.6,701+,17.0,603,2.3,701+,4.1,701+,35.3,417,7,701+,42.6,345=,-
901-950,801-1000,Università degli studi Roma Tre,IT,Italy,XL,CO,VH,3,A,17.5,508,6.9,601+,2.1,701+,14.9,638,9.0,701+,4.6,701+,18.2,558,5.8,701+,8.4,695=,-
901-950,651-700,"University of Alabama, Birmingham",US,United States,L,FC,VH,4,A,6.7,601+,4.3,601+,49.4,316,18.0,584,,,,,8.9,701+,7.3,701+,,,-
901-950,801-1000,University of Central Lancashire,UK,United Kingdom,L,CO,HI,3,A,5.9,601+,5.8,601+,11.5,701+,4.4,701+,37.0,439,81.6,156,16.7,579,8.9,701+,1.5,701+,-
901-950,751-800,University of Denver,US,United States,M,CO,VH,5,B,5.3,601+,7.5,601+,45.7,343,11.1,701+,2.4,701+,5.6,701+,3.3,701+,23.1,363,18.8,555=,-
901-950,801-1000,University of Murcia,ES,Spain,L,FC,VH,5,A,12.6,601+,2.8,601+,32.5,489,5.7,701+,3.7,701+,8.3,701+,42.0,363,5.5,701+,9.4,683=,-
901-950,,University of Petroleum and Energy Studies (UPES),IN,India,M,FO,VH,,C,18.2,490,3.7,601+,39.2,406,2.8,701+,18.1,613,1.1,701+,1.5,701+,8.1,701+,,,-
901-950,701-750,University of Vermont,US,United States,L,FC,HI,5,A,3.3,601+,3.2,601+,53.2,293,12.8,683,3.3,701+,2.5,701+,14.5,602,14.6,573,20.3,542=,-
901-950,801-1000,University of Wroclaw,PL,Poland,L,CO,VH,4,A,14.8,589,14.4,569,28.4,539,4.2,701+,5.0,701+,7.6,701+,7.7,701+,12.1,701+,7.3,701+,-
901-950,1001-1200,West Virginia University,US,United States,L,FC,VH,5,A,6.4,601+,6.2,601+,11.7,701+,21.5,536,6.5,701+,5.2,701+,25.4,495,14.1,603,20.3,542=,-
901-950,801-1000,Wroclaw University of Science and Technology (WRUST),PL,Poland,L,FO,VH,5,A,11.9,601+,17.2,505,32.7,484,5.3,701+,3.3,701+,5.3,701+,8.4,701+,8.4,701+,1.8,701+,-
951-1000,1001-1200,Bielefeld University,DE,Germany,L,CO,VH,4,A,14.6,594,3.8,601+,8.4,701+,8.2,701+,21.2,580,7.7,701+,32.8,437,8.1,701+,6.5,701+,-
951-1000,1001-1200,"Birla Institute of Technology and Science, Pilani",IN,India,L,CO,VH,5,B,9.1,601+,14.4,571,7.3,701+,17.3,596,1.8,701+,2.6,701+,2.2,701+,24,352,7.9,701+,-
951-1000,1001-1200,George Mason University,US,United States,L,CO,VH,4,A,9.0,601+,6.0,601+,12.6,701+,11.4,701+,12.4,701+,10.6,701+,17.2,571,14.5,581,28.6,462,-
951-1000,601-650,Gifu University,JP,Japan,M,FC,VH,4,A,6.3,601+,2.5,601+,67.4,196,7.3,701+,5.3,701+,3.7,701+,1.1,701+,7.9,701+,1.1,701+,-
951-1000,651-700,Gunma University,JP,Japan,M,FO,VH,4,A,3.8,601+,2.2,601+,82.0,128,4.7,701+,4.5,701+,3.7,701+,1.0,701+,7.9,701+,1,701+,-
951-1000,801-1000,Indiana University–Purdue University Indianapolis,US,United States,L,FC,HI,4,A,7.7,601+,6.1,601+,15.4,701+,17.0,600,29.4,494,5.8,701+,2.6,701+,7.7,701+,8.5,694,-
951-1000,801-1000,Islamic University of Madinah,SA,Saudi Arabia,L,FO,MD,4,A,4.4,601+,1.9,601+,8.1,701+,1.4,701+,55.4,333,100.0,9,1.0,701+,5.2,701+,,,-
951-1000,801-1000,Jamia Millia Islamia,IN,India,M,CO,VH,5,A,8.0,601+,2.6,601+,34.7,458,20.7,551,3.5,701+,4.4,701+,2.0,701+,7.2,701+,3.8,701+,-
951-1000,801-1000,Khon Kaen University,TH,Thailand,XL,FC,HI,4,A,16.4,536,12.1,601+,8.1,701+,4.1,701+,6.9,701+,2.7,701+,3.3,701+,9.7,701+,29.9,449=,-
951-1000,801-1000,King Mongkut's University of Technology Thonburi ,TH,Thailand,L,CO,HI,3,A,13.1,601+,7.2,601+,14.0,701+,7.6,701+,12.5,701+,3.5,701+,1.6,701+,8.4,701+,49.4,312=,-
951-1000,801-1000,Lviv Polytechnic National University,UA,Ukraine,L,CO,VH,5,A,8.1,601+,14.8,553,37.2,423,1.8,701+,1.9,701+,1.6,701+,1.1,701+,14,608,22.7,520,-
951-1000,1201-1400,Makerere University,UG,Uganda,XL,FC,HI,5,A,10.2,601+,4.7,601+,3.4,701+,4.6,701+,10.3,701+,8.2,701+,17.8,564,79.5,51,9.2,685=,-
951-1000,751-800,"Manipal Academy of Higher Education, Manipal, Karnataka, India",IN,India,L,FC,VH,3,B,9.6,601+,7.0,601+,46.4,339,4.0,701+,1.7,701+,7.1,701+,13.0,626,11.3,701+,1.7,701+,-
951-1000,801-1000,NJSC KIMEP University,KZ,Kazakhstan,S,SP,,3,B,5.9,601+,11.9,601+,17.7,701+,3.5,701+,75.2,251,19.8,550,1.0,701+,14.8,567,1.2,701+,-
951-1000,801-1000,Northwest Agriculture and Forestry University,CN,China (Mainland),XL,CO,VH,2,A,4.7,601+,1.4,601+,30.0,520,28.9,445,,,1.4,701+,5.5,701+,5.6,701+,2.3,701+,-
951-1000,651-700,O.P. Jindal Global University,IN,India,M,SP,,2,B,6.6,601+,13.1,601+,51.1,305,1.5,701+,25.1,533,1.2,701+,1.0,701+,8.7,701+,1.5,701+,-
951-1000,751-800,Saint Petersburg Electrotechnical University ETU-LETI,RU,Russia,M,FO,VH,5,A,5.7,601+,3.5,601+,49.4,315,1.8,701+,4.6,701+,49.2,302,1.1,701+,9.4,701+,1.2,701+,-
951-1000,1001-1200,Shahid Beheshti University (SBU),IR,"Iran, Islamic Republic of",L,FO,VH,4,A,6.7,601+,12.3,601+,4.0,701+,29.1,442,1.6,701+,1.7,701+,8.5,701+,6.9,701+,1.9,701+,-
951-1000,801-1000,South Ural State University (National Research University),RU,Russia,L,CO,VH,4,A,9.3,601+,4.2,601+,39.4,402,3.0,701+,9.7,701+,16.4,591,36.6,404,5.1,701+,1.3,701+,-
951-1000,801-1000,Sumy State University,UA,Ukraine,M,FC,HI,3,A,5.6,601+,5.7,601+,42.4,373,2.3,701+,2.9,701+,63.1,239,1.2,701+,9.7,701+,3.4,701+,-
951-1000,801-1000,Tecnológico de Costa Rica -TEC,CR,Costa Rica,M,CO,HI,4,A,8.4,601+,33.8,291,23.2,612,1.4,701+,6.8,701+,2.0,701+,1.0,701+,12.4,701+,1.9,701+,-
951-1000,1001-1200,Thapar Institute of Engineering & Technology,IN,India,M,FO,VH,4,A,3.8,601+,4.0,601+,7.9,701+,36.9,379,3.7,701+,1.6,701+,1.6,701+,8.7,701+,1.2,701+,-
951-1000,1001-1200,The University of Alabama,US,United States,XL,CO,VH,5,A,9.7,601+,19.0,471,5.9,701+,12.8,681,8.9,701+,2.7,701+,8.8,701+,13.3,646,16.3,588=,-
951-1000,701-750,Tokyo Metropolitan University,JP,Japan,M,CO,VH,2,A,12.6,601+,5.4,601+,28.7,536,14.3,648,6.9,701+,6.3,701+,2.3,701+,8.8,701+,1.1,701+,-
951-1000,1001-1200,Universidad de Castilla-La Mancha,ES,Spain,L,FC,HI,3,A,8.9,601+,2.0,601+,15.5,701+,9.6,701+,2.0,701+,4.5,701+,35.3,418,7.5,701+,55.2,275=,-
951-1000,801-1000,Universidad de las Américas Puebla (UDLAP),MX,Mexico,S,FC,HI,4,B,8.3,601+,13.1,601+,39.9,394,1.9,701+,26.1,522,5.3,701+,1.0,701+,9.5,701+,1,701+,-
951-1000,801-1000,Universidad de los Andes - Chile,CL,Chile,M,FC,HI,3,B,15.0,581,24.5,394,9.0,701+,3.0,701+,12.4,701+,2.3,701+,1.2,701+,9.1,701+,1.1,701+,-
951-1000,1001-1200,Universidad de Valladolid,ES,Spain,L,CO,VH,4,,10.3,601+,3.6,601+,30.0,521,4.5,701+,5.3,701+,3.9,701+,54.4,290,9.5,701+,,,-
951-1000,801-1000,Universidad Diego Portales (UDP),CL,Chile,L,FC,MD,3,B,15.0,582,22.2,425,8.6,701+,4.7,701+,14.3,677,3.1,701+,2.8,701+,8.4,701+,1.2,701+,-
951-1000,801-1000,Universidad Nacional de Córdoba - UNC,AR,Argentina,XL,FO,VH,5,A,24.4,353,15.5,533,7.3,701+,1.6,701+,1.4,701+,1.5,701+,5.8,701+,8.5,701+,2.2,701+,-
951-1000,,Universidad Nacional de Ingeniería Peru,PE,Peru,L,FO,HI,5,,7.9,601+,42.5,218,21.9,633,1.3,701+,,,,,1.0,701+,4.7,701+,,,-
951-1000,801-1000,Universidad Nacional de Rosario (UNR),AR,Argentina,XL,FC,MD,4,A,19.4,456,8.8,601+,27.6,550,1.1,701+,,,7.0,701+,1.1,701+,5,701+,1.3,701+,-
951-1000,651-700,Universidad Peruana Cayetano Heredia (UPCH),PE,Peru,M,FO,VH,4,B,9.7,601+,10.4,601+,54.9,277,2.3,701+,1.2,701+,1.2,701+,2.3,701+,8.4,701+,9.8,669=,-
951-1000,1001-1200,Universidad Rey Juan Carlos,ES,Spain,XL,CO,VH,3,A,7.3,601+,9.4,601+,6.4,701+,4.1,701+,15.3,663,14.8,623,13.7,614,9.3,701+,60.4,249=,-
951-1000,801-1000,Universidad Simón Bolívar (USB),VE,Venezuela,S,FO,VH,4,A,17.2,521,21.2,437,11.6,701+,2.9,701+,1.8,701+,1.0,701+,1.0,701+,11.6,701+,1,701+,-
951-1000,1001-1200,Universidad Tecnológica de Panamá (UTP),PA,Panama,L,CO,MD,3,A,8.8,601+,30.7,319,23.8,599,1.1,701+,2.7,701+,3.9,701+,1.0,701+,14.1,604,1,701+,-
951-1000,1201-1400,Université de Tunis El Manar,TN,Tunisia,L,FC,VH,2,A,8.0,601+,2.6,601+,20.8,649,4.8,701+,21.9,573,5.1,701+,50.2,311,27.3,299,8.3,701+,-
951-1000,1001-1200,Université Toulouse 1 Capitole,FR,France,L,FO,VH,5,A,14.0,601+,3.0,601+,1.5,701+,5.4,701+,29.4,493,52.3,276,13.6,615,6.4,701+,1,701+,-
951-1000,801-1000,Universiti Pendidikan Sultan Idris (UPSI),MY,Malaysia,M,FO,VH,3,A,11.9,601+,11.0,601+,25.0,584,2.5,701+,21.0,583,28.7,433,1.1,701+,9.6,701+,6.6,701+,-
951-1000,801-1000,University of Baghdad,IQ,Iraq,XL,FC,VH,4,A,9.5,601+,11.4,601+,30.9,507,1.5,701+,1.8,701+,1.1,701+,14.1,612,31.4,243,14.2,621=,-
951-1000,801-1000,University of Bahrain,BH,Bahrain,L,CO,HI,3,A,10.7,601+,7.6,601+,7.3,701+,2.1,701+,87.6,196,11.4,684,1.3,701+,6.8,701+,3,701+,-
951-1000,1001-1200,University of Calabria,IT,Italy,L,CO,VH,4,A,5.7,601+,2.0,601+,3.9,701+,25.7,473,6.2,701+,5.7,701+,49.6,316,4.7,701+,3.3,701+,-
951-1000,801-1000,UNIVERSITY OF GDANSK,PL,Poland,L,FO,VH,4,A,11.5,601+,7.0,601+,32.1,493,3.8,701+,4.6,701+,2.3,701+,28.0,472,10,701+,2.6,701+,-
951-1000,1201-1400,University of Ghana,GH,Ghana,XL,FC,HI,4,A,10.5,601+,9.4,601+,1.8,701+,5.1,701+,4.9,701+,1.8,701+,28.9,463,64.1,89,9.7,673=,-
951-1000,801-1000,University of Lodz,PL,Poland,L,CO,VH,4,A,11.7,601+,4.3,601+,39.7,400,3.2,701+,4.2,701+,12.8,666,26.7,485,11.8,701+,2.4,701+,-
951-1000,801-1000,University of New England Australia,AU,Australia,L,CO,VH,3,A,10.9,601+,6.3,601+,2.3,701+,25.4,478,2.9,701+,5.5,701+,8.1,701+,9.1,701+,14.5,617=,-
951-1000,801-1000,University of Peshawar,PK,Pakistan,M,FO,VH,4,A,6.0,601+,9.0,601+,36.0,442,17.4,592,,,2.0,701+,3.7,701+,5.9,701+,1.2,701+,-
951-1000,801-1000,University of Seoul ,KR,South Korea,M,CO,VH,3,A,12.1,601+,10.0,601+,37.2,424,8.2,701+,3.2,701+,5.8,701+,1.3,701+,9.2,701+,1.4,701+,-
951-1000,1001-1200,University of the Western Cape,ZA,South Africa,L,CO,VH,4,A,8.4,601+,7.8,601+,4.2,701+,15.1,634,26.4,516,4.0,701+,40.5,372,11.7,701+,4.9,701+,-
951-1000,801-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),VN,Vietnam,XL,CO,HI,3,A,16.9,524,26.4,366,7.0,701+,2.0,701+,2.8,701+,1.2,701+,2.3,701+,21.6,386,3.4,701+,-
951-1000,801-1000,"Vietnam National University, Hanoi ",VN,Vietnam,XL,FO,VH,3,A,13.5,601+,21.1,439,9.4,701+,2.3,701+,4.7,701+,1.2,701+,10.7,657,20.8,399,6.1,701+,-
951-1000,801-1000,Yeungnam University ,KR,South Korea,L,FC,HI,4,C,5.5,601+,3.2,601+,14.3,701+,23.3,511,39.8,413,6.1,701+,2.5,701+,4.5,701+,1.3,701+,-
951-1000,1001-1200,Yildiz Technical University,TR,Turkey,L,CO,VH,5,A,8.1,601+,21.5,433,5.1,701+,9.3,701+,8.7,701+,21.6,523,2.0,701+,10.6,701+,24.4,497=,-
951-1000,801-1000,Yokohama National University,JP,Japan,M,CO,VH,4,A,9.6,601+,18.3,480,16.7,701+,8.3,701+,8.8,701+,9.4,701+,2.0,701+,16.2,517,12.7,636=,-
1001-1200,,Università del Salento,IT,Italy,L,CO,VH,4,A,7.0,601+,1.6,601+,7.1,701+,22.0,528,1.8,701+,1.5,701+,19.6,546,4.7,701+,,,-
1001-1200,,University of Ioannina,GR,Greece,XL,,,,,6.9,601+,3.7,601+,1.4,701+,24.6,494,1.7,701+,2.7,701+,15.2,596,8.4,701+,,,-
1001-1200,1001-1200,Vancouver Island University,CA,Canada,M,CO,MD,,,5.0,601+,3.3,601+,58.0,251,1.1,701+,,,,,1.1,701+,6.8,701+,,,-
1001-1200,1001-1200,Al Quds University The Arab University in Jerusalem,PS,"Palestinian Territory, Occupied",M,FC,MD,3,A,4.2,601+,10.7,601+,11.3,701+,1.6,701+,55.1,335,34.5,384,1.1,701+,12.3,701+,1,701+,-
1001-1200,1001-1200,Aligarh Muslim University,IN,India,L,CO,VH,5,A,9.7,601+,2.5,601+,20.8,651,10.2,701+,1.2,701+,1.7,701+,5.0,701+,6.1,701+,17.1,579=,-
1001-1200,1001-1200,Amity University,IN,India,L,CO,VH,2,B,8.5,601+,7.6,601+,10.6,701+,5.9,701+,3.8,701+,21.8,519,22.4,524,9.1,701+,1.9,701+,-
1001-1200,1001-1200,Amrita Vishwa Vidyapeetham,IN,India,L,FC,VH,2,B,4.8,601+,4.1,601+,25.3,579,5.2,701+,37.0,438,1.7,701+,1.4,701+,4.5,701+,1.1,701+,-
1001-1200,1001-1200,An-Najah National University,PS,"Palestinian Territory, Occupied",L,FC,MD,4,A,6.4,601+,16.5,518,7.3,701+,2.2,701+,36.2,446,25.0,473,1.3,701+,10.9,701+,3.1,701+,-
1001-1200,,"Arab Academy for Science, Technology and Maritime Transport",EG,Egypt,L,FO,HI,4,A,5.3,601+,5.8,601+,32.6,486,1.5,701+,6.9,701+,26.8,450,1.1,701+,11.4,701+,1.1,701+,-
1001-1200,1001-1200,Assiut University ,EG,Egypt,XL,FC,HI,4,A,11.2,601+,6.9,601+,12.3,701+,2.3,701+,15.5,660,4.0,701+,10.7,658,6.9,701+,1.9,701+,-
1001-1200,1001-1200,Azerbaijan State University of Economics,AZ,Azerbaijan,L,SP,,4,A,10.1,601+,9.4,601+,22.0,631,1.2,701+,7.0,701+,2.6,701+,1.0,701+,10.4,701+,1.4,701+,-
1001-1200,1001-1200,Baku State University,AZ,Azerbaijan,L,FO,VH,5,A,9.6,601+,3.2,601+,33.9,472,1.4,701+,2.1,701+,1.7,701+,1.1,701+,9.6,701+,1,701+,-
1001-1200,1001-1200,Banaras Hindu University,IN,India,L,FC,HI,5,A,12.1,601+,6.5,601+,15.9,701+,7.8,701+,1.2,701+,1.6,701+,15.3,591,6.3,701+,4.1,701+,-
1001-1200,1001-1200,Baylor University,US,United States,L,CO,VH,5,B,6.1,601+,16.8,514,11.7,701+,8.3,701+,2.4,701+,3.8,701+,3.5,701+,12.8,673,3.8,701+,-
1001-1200,801-1000,Beijing Foreign Studies University,CN,China (Mainland),M,SP,,4,A,6.6,601+,2.5,601+,27.3,557,1.5,701+,20.7,585,28.0,440,1.0,701+,7.8,701+,1,701+,-
1001-1200,801-1000,Beijing University of Chinese Medicine,CN,China (Mainland),M,FC,VH,2,A,4.9,601+,1.4,601+,35.8,444,8.2,701+,,,9.2,701+,1.0,701+,5.3,701+,1,701+,-
1001-1200,1001-1200,Bina Nusantara University (BINUS),ID,Indonesia,L,CO,VH,3,C,11.0,601+,16.1,527,20.6,655,1.9,701+,25.6,525,4.5,701+,1.0,701+,13.8,617,1.1,701+,-
1001-1200,1001-1200,Binghamton University SUNY,US,United States,L,CO,VH,4,A,6.8,601+,4.8,601+,6.2,701+,16.9,604,8.0,701+,9.9,701+,1.6,701+,10.8,701+,3.9,701+,-
1001-1200,1001-1200,Birmingham City University ,UK,United Kingdom,L,CO,HI,3,A,5.8,601+,4.6,601+,7.6,701+,3.1,701+,43.5,385,76.5,179,1.4,701+,11.3,701+,1.3,701+,-
